1451606340,2015-12-31 23:59:00,BTCUSD,429.95,429.95,429.95,429.95,0.0
1451606280,2015-12-31 23:58:00,BTCUSD,429.95,429.95,429.95,429.95,0.0
1451606220,2015-12-31 23:57:00,BTCUSD,429.95,429.95,429.95,429.95,0.0
1451606160,2015-12-31 23:56:00,BTCUSD,429.95,429.95,429.95,429.95,0.0
1451606100,2015-12-31 23:55:00,BTCUSD,429.95,429.95,429.95,429.95,0.0
1451606040,2015-12-31 23:54:00,BTCUSD,432.01,432.01,429.95,429.95,0.137
1451605980,2015-12-31 23:53:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605920,2015-12-31 23:52:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605860,2015-12-31 23:51:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605800,2015-12-31 23:50:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605740,2015-12-31 23:49:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605680,2015-12-31 23:48:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605620,2015-12-31 23:47:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605560,2015-12-31 23:46:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605500,2015-12-31 23:45:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605440,2015-12-31 23:44:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605380,2015-12-31 23:43:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605320,2015-12-31 23:42:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605260,2015-12-31 23:41:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605200,2015-12-31 23:40:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605140,2015-12-31 23:39:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451605080,2015-12-31 23:38:00,BTCUSD,432.01,432.01,432.01,432.01,0.02012824
1451605020,2015-12-31 23:37:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451604960,2015-12-31 23:36:00,BTCUSD,432.01,432.01,432.01,432.01,0.0
1451604900,2015-12-31 23:35:00,BTCUSD,432.5,432.5,432.01,432.01,0.04025664
1451604840,2015-12-31 23:34:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604780,2015-12-31 23:33:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604720,2015-12-31 23:32:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604660,2015-12-31 23:31:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604600,2015-12-31 23:30:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604540,2015-12-31 23:29:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604480,2015-12-31 23:28:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604420,2015-12-31 23:27:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604360,2015-12-31 23:26:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604300,2015-12-31 23:25:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604240,2015-12-31 23:24:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604180,2015-12-31 23:23:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604120,2015-12-31 23:22:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604060,2015-12-31 23:21:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451604000,2015-12-31 23:20:00,BTCUSD,432.5,432.5,432.5,432.5,0.40942873
1451603940,2015-12-31 23:19:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603880,2015-12-31 23:18:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603820,2015-12-31 23:17:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603760,2015-12-31 23:16:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603700,2015-12-31 23:15:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603640,2015-12-31 23:14:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603580,2015-12-31 23:13:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603520,2015-12-31 23:12:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603460,2015-12-31 23:11:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603400,2015-12-31 23:10:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603340,2015-12-31 23:09:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603280,2015-12-31 23:08:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603220,2015-12-31 23:07:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603160,2015-12-31 23:06:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603100,2015-12-31 23:05:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451603040,2015-12-31 23:04:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602980,2015-12-31 23:03:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602920,2015-12-31 23:02:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602860,2015-12-31 23:01:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602800,2015-12-31 23:00:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602740,2015-12-31 22:59:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602680,2015-12-31 22:58:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602620,2015-12-31 22:57:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602560,2015-12-31 22:56:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602500,2015-12-31 22:55:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602440,2015-12-31 22:54:00,BTCUSD,432.5,432.5,432.5,432.5,0.0
1451602380,2015-12-31 22:53:00,BTCUSD,433.5,433.5,432.5,432.5,0.13661737
1451602320,2015-12-31 22:52:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602260,2015-12-31 22:51:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602200,2015-12-31 22:50:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602140,2015-12-31 22:49:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602080,2015-12-31 22:48:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451602020,2015-12-31 22:47:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601960,2015-12-31 22:46:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601900,2015-12-31 22:45:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601840,2015-12-31 22:44:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601780,2015-12-31 22:43:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601720,2015-12-31 22:42:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601660,2015-12-31 22:41:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601600,2015-12-31 22:40:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601540,2015-12-31 22:39:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601480,2015-12-31 22:38:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601420,2015-12-31 22:37:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601360,2015-12-31 22:36:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601300,2015-12-31 22:35:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601240,2015-12-31 22:34:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601180,2015-12-31 22:33:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601120,2015-12-31 22:32:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601060,2015-12-31 22:31:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451601000,2015-12-31 22:30:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600940,2015-12-31 22:29:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600880,2015-12-31 22:28:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600820,2015-12-31 22:27:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600760,2015-12-31 22:26:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600700,2015-12-31 22:25:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600640,2015-12-31 22:24:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600580,2015-12-31 22:23:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600520,2015-12-31 22:22:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600460,2015-12-31 22:21:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
1451600400,2015-12-31 22:20:00,BTCUSD,433.5,433.5,433.5,433.5,0.0
